FacilityID;NationalID;FacilityName;PostalCode;CountryName;Lat;Long;CompetentAuthorityName;StreetName;BuildingNumber;City;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;industrial category;Manually researched activity;comment;number no value;information status;FacilityID (Niklas);industrial category (Niklas);Manually researched activity (Niklas);Umbennenungen;local deviation(<>100m);1 latest FID;1 latest Name;1 latest Jahr;2 latest FID;2 latest Name;2 latest Jahr;2 älteste FID;2 oldest Name;2 oldest Jahr;1 oldest FID;1 oldest Name;1 oldest Jahr
292;2007001409;COLACEM S.P.A. - CEMENTERIA DI CARAVATE;21032;Italy;45.887222;8.666388;ISPRA;VIA I° MAGGIO;13;CARAVATE;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;599000000;575000000;570000000;690000000;683000000;546000000;602000000;544000000;438000000;430000000;471000000;Installations for the production of:;;;;;292;Other;0;;;;;;;;;;;;;;
293;2007001956;Holcim (Italia) S.p.A. - unità produttiva di Ternate;21020;Italy;45.779444;8.679444;ISPRA;via Bongiasca;1364;COMABBIO;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;690000000;639000000;522000000;634000000;623000000;448000000;499000000;584000000;529000000;454000000;529000000;Installations for the production of:;;Standort 2015 leicht geändert;;;293;Other;0;;;;;;;;;;;;;;
298;100392651;Nitrogénművek Zrt.;8105;Hungary;47.158499;18.139487;Fejér/Veszprém/Tolna Megyei KH - KTFO;Hősök tere 14.;;Pétfürdő;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;  Gases;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;397000000;0;0;320000000;356000000;312000000;673000000;896000000;768000000;864000000;1000000000;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;keine Daten 2008 bis 2009;;;298;Other;0;;;;;;;;;;;;;;
300;2007000686;Holcim (Italia) S.p.A. - Unità Produttiva di Merone;22046;Italy;45.780833;9.240556;ISPRA;VIA VOLTA;1;MERONE;3.(c);Mineral industry;Installations for the production of:;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;1080000000;933000000;705000000;559000000;530000000;529000000;209000000;0;0;0;0;Installations for the production of:;;keine Daten ab 2014;;;300;Other;0;;;;;;;;;;;;;;
312;2007001074;CENTRALE TERMOELETTRICA DI CASSANO DADDA;20062;Italy;45.511944;9.510277;ISPRA;VIA TRECELLA;17;CASSANO DADDA;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1760000000;1510000000;1190000000;1060000000;969000000;559000000;328000000;295000000;0;325000000;629000000;Coal power plant;Coal power plant;2014 verkauf 2016 wieder in Betrieb;;;312;Coal power plant;Coal power plant;;;;;;;;;;;;;;
313;2007001042;IMPIANTO DI TERMOVALORIZZAZIONE RIFIUTI SOLIDI URBANI E NON PERICOLOSI;20056;Italy;45.593611;9.507777;ISPRA;Via Giulio Pastore;2;TREZZO SULLADDA;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;224000000;235000000;249000000;244000000;240000000;235000000;235000000;226000000;241000000;237000000;231000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;313;Other;0;;;;;;;;;;;;;;
318;2007001020;CENTRALE TERMOELETTRICA DI TURBIGO;20029;Italy;45.526944;8.728333;ISPRA;VIA CENTRALE TERMICA;SNC;TURBIGO;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1080000000;1070000000;1020000000;939000000;855000000;635000000;373000000;393000000;0;766000000;508000000;Coal power plant;Coal power plant;keine Daten 2015;;;318;Coal power plant;Coal power plant;;;;;;;;;;;;;;
326;2007000059;Termica Cologno Srl - Centrale Termoelettrica;20093;Italy;45.540222;9.291944;ISPRA;via Carlo Porta;16;COLOGNO MONZESE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2012;Carbon dioxide (CO2);Greenhouse gases;139000000;157000000;153000000;149000000;154000000;155000000;0;0;0;0;0;NGCC power plant;NGCC power plant;keine Daten ab 2013;;;326;Other;0;;;;;;;;;;;;;;
337;2007001110;Impianto di termovalorizzazione Silla 2;20153;Italy;45.504166;9.070555;ISPRA;via Lucio Cornelio Silla;249;MILANO;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;253000000;255000000;454000000;326000000;322000000;320000000;294000000;273000000;280000000;266000000;276000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;337;Other;0;;;;;;;;;;;;;;
338;2007000058;CENTRALE TERMOELETTRICA DI SESTO SAN GIOVANNI;20099;Italy;45.542222;9.2525;ISPRA;VIALE ITALIA;588;SESTO SAN GIOVANNI;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;315000000;304000000;237000000;248000000;168000000;174000000;143000000;113000000;113000000;136000000;120000000;NGCC power plant;NGCC power plant;;;;338;Other;0;;;;;;;;;;;;;;
342;2007000997;Centrale di Cogenerazione;20097;Italy;45.417222;9.282777;ISPRA;Via Maritano;24;SAN DONATO MILANESE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;103000000;0;0;0;0;0;0;0;102000000;NGCC power plant;NGCC power plant;keine Information;9;;;;;;;;;;;;;;;;;;
346;2007000236;Tenaris Dalmine - Stabilimento di Dalmine;24044;Italy;45.6425;9.596944;ISPRA;PZA Caduti 6 Luglio 1944;1;DALMINE;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;433000000;535000000;422000000;482000000;461000000;466000000;439000000;442000000;311000000;364000000;418000000;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;;;346;Other;0;;;;;;;;;;;;;;
351;2007000180;REA Dalmine SpA;24044;Italy;45.635555;9.609722;ISPRA;via Dossi;SNC;DALMINE;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;197000000;195000000;192000000;191000000;185000000;173000000;185000000;0;183000000;176000000;191000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;keine Daten 2014;;;351;Other;0;;;;;;;;;;;;;;
354;2007000151;Italcementi Calusco DAdda;24033;Italy;45.684722;9.466666;ISPRA;Via Vittorio Emanuele;419;CALUSCO DADDA;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1030000000;963000000;976000000;971000000;966000000;873000000;902000000;988000000;0;687000000;769000000;Installations for the production of:;;Überholung 2014 bis 2015;;;354;Other;0;;;;;;;;;;;;;;
357;2007000135;STABILIMENTO DI SCANZOROSCIATE;24020;Italy;45.713611;9.766666;ISPRA;VIA ENRICO FERMI;51;SCANZOROSCIATE;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;185000000;0;0;0;0;0;0;0;143000000;174000000;180000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;zurück zur alten FacilityID, Groß Kleinschreibung;;;117399;Other;0;2;;357;STABILIMENTO DI SCANZOROSCIATE;2015;117399;Stabilimento di Scanzorosciate;2008 - 2014;;;;;;
358;2007000199;Stabilimento di Tavernola Bergamasca;24060;Italy;45.716666;10.033333;ISPRA;Via Riva di Solto;14;TAVERNOLA BERGAMASCA;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;476000000;397000000;377000000;309000000;371000000;356000000;345000000;366000000;364000000;360000000;360000000;Installations for the production of:;;;;;358;Other;0;;;;;;;;;;;;;;
359;2007000211;UNICALCE S.P.A. - STABILIMENTO DI VAL BREMBILLA;24012;Italy;45.788611;9.626111;ISPRA;Via Ponti;18;VAL BREMBILLA;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;265000000;270000000;240000000;260000000;297000000;239000000;255000000;258000000;225000000;223000000;284000000;Installations for the production of:;;;;;359;Other;0;;;;;;;;;;;;;;
374;2007001085;centrale cogenerazione IRENE;24022;Italy;45.733333;9.733333;ISPRA;VIA PIAVE;5;ALZANO LOMBARDO;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2010;Carbon dioxide (CO2);Greenhouse gases;154000000;135000000;143000000;147000000;0;0;0;0;0;0;0;NGCC power plant;NGCC power plant;Verkauf 2011;;;;;;;;;;;;;;;;;;;
383;2007001077;TERMOUTILIZZATORE;25100;Italy;45.511944;10.211389;ISPRA;VIA MALTA;25R;BRESCIA;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2014;Carbon dioxide (CO2);Greenhouse gases;228000000;186000000;135000000;204000000;188000000;151000000;0;120000000;0;0;0;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;keine Information;4;;383;Other;0;;;;;;;;;;;;;;
387;2007000158;Italcementi di Rezzato;25086;Italy;45.515277;10.344444;ISPRA;Via Gardesana;84;REZZATO;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;888000000;907000000;771000000;750000000;678000000;625000000;431000000;394000000;0;864000000;932000000;Installations for the production of:;;Moderniesierung 2014-2015;;;387;Other;0;;;;;;;;;;;;;;
392;2007000593;Feralpi Siderurgica S.p.A;25017;Italy;45.4625;10.459166;ISPRA;Carlo Nicola Pasini;11;BRESCIA;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;120000000;122000000;0;0;0;0;0;0;0;110000000;105000000;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;7;;;;;;;;;;;;;;;;;;
394;2007000509;ORI MATIN SPA stabilimento di Brescia;25128;Italy;45.533333;10.226944;ISPRA;VIA CANOVETTI;13;BRESCIA;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;102000000;0;108000000;108000000;0;0;102000000;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;7;;394;Other;0;;;;;;;;;;;;;;
398;2007000483;ALFA ACCIAI SPA;25134;Italy;45.533333;10.226944;ISPRA;VIA SAN POLO;152;BRESCIA;2.(a);Productiona and processing of metals;Metal ore (including sulphide ore) roasting or sintering installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;151000000;162000000;109000000;107000000;114000000;106000000;106000000;0;0;113000000;121000000;Metal ore (including sulphide ore) roasting or sintering installations;;;2;;398;Other;0;;;;;;;;;;;;;;
401;2007002090;BURGO GROUP S.p.A. - Cartiera di Toscolano;25088;Italy;45.642778;10.619167;ISPRA;VIA Vespucci;28;TOSCOLANO-MADERNO;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2007;Carbon dioxide (CO2);Greenhouse gases;114000000;0;0;0;0;0;0;0;0;0;0;Industrial plants for the production of paper and board and other primary wood products;;keine Information;10;;;;;;;;;;;;;;;;;;
410;2007000150;Cementeria di Broni;27043;Italy;45.0625;9.254722;ISPRA;VIA Circonvallazione;23;BRONI;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2012;Carbon dioxide (CO2);Greenhouse gases;212000000;199000000;160000000;117000000;115000000;112000000;0;0;0;0;0;Installations for the production of:;;keine Information;5;;410;Other;0;;;;;;;;;;;;;;
412;2007001511;RAFFINERIA DI SANNAZZARO DE BURGONDI;27039;Italy;45.099444;8.891388;ISPRA;VIA ENRICO MATTEI;46;SANNAZZARO DE BURGONDI;1.(a);Energy sector;Mineral oil and gas refineries;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;2180000000;2210000000;2230000000;2280000000;2250000000;2160000000;2360000000;2670000000;0;2960000000;2260000000;Mineral oil and gas refineries;;2015 keine Daten;;;412;Other;0;;;;;;;;;;;;;;
418;2007001496;ENIPOWER SPA STABILIMENTO DI FERRERA ERBOGNONE;27032;Italy;45.099166;8.867777;ISPRA;Strada della corradina;SNC;FERRERA ERBOGNONE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;2940000000;3260000000;2930000000;2850000000;2860000000;2600000000;2430000000;2500000000;2630000000;2750000000;283000000;NGCC power plant;NGCC power plant;;;;418;NGCC power plant;NGCC power plant;;;;;;;;;;;;;;
429;2007000781;Raffineria di Cremona;26100;Italy;45.1325;9.967778;ISPRA;PLE CADUTI DEL LAVORO;30;CREMONA;1.(a);Energy sector;Mineral oil and gas refineries;;TRUE;2011;Carbon dioxide (CO2);Greenhouse gases;460000000;478000000;430000000;334000000;151000000;0;0;0;0;0;0;Mineral oil and gas refineries;;keine Daten ab 2015;;;429;Other;0;;;;;;;;;;;;;;
437;2007001072;Centrale Termoelettrica del Mincio;46040;Italy;45.399166;10.714722;ISPRA;San Nicolò;26;PONTI SUL MINCIO;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;633000000;641000000;486000000;344000000;344000000;236000000;167000000;0;159000000;0;456000000;NGCC power plant;NGCC power plant;Reperaturen 2014 und 2016 ;;;437;NGCC power plant;NGCC power plant;;;;;;;;;;;;;;
443;2007001204;CENTRALE TERMOELETTRICA SERMIDE;16028;Italy;44.983055;11.268611;ISPRA;VIA C. COLOMBO;2;SERMIDE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1870000000;1740000000;1050000000;1170000000;792000000;559000000;458000000;226000000;395000000;354000000;437000000;NGCC power plant;NGCC power plant;;;;443;NGCC power plant;NGCC power plant;;;;;;;;;;;;;;
446;2007001120;Stabilimento di Mantova;46100;Italy;45.133333;10.833333;ISPRA;via Taliercio;14;MANTOVA;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;196000000;181000000;168000000;192000000;180000000;195000000;198000000;191000000;207000000;206000000;199000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;446;Other;0;;;;;;;;;;;;;;
452;2007001156;ENIPOWER MANTOVA - STABILIMENTO DI MANTOVA;46100;Italy;45.166666;10.8;ISPRA;via Taliercio;14;MANTOVA;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1860000000;1780000000;1950000000;1800000000;1780000000;1880000000;1710000000;1650000000;1690000000;1700000000;1720000000;NGCC power plant;NGCC power plant;;;;452;NGCC power plant;NGCC power plant;;;;;;;;;;;;;;
453;2007001205;IES ITALIANA ENERGIA E SERVIZI SPA;46100;Italy;45.149722;10.825;ISPRA;STRADA CIPATA;79;MANTOVA;1.(a);Energy sector;Mineral oil and gas refineries;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;412000000;404000000;377000000;408000000;415000000;354000000;355000000;0;0;0;0;Mineral oil and gas refineries;;2014 Schließung und Umfunktionierung in Logistikbetrieb;;;453;Other;0;;;;;;;;;;;;;;
455;2007001158;Centrale termoelettrica di ostiglia;46035;Italy;45.053333;11.138888;ISPRA;SS Abetone Brennero Km 239;72;OSTIGLIA;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;2420000000;2300000000;1190000000;1290000000;1640000000;1230000000;954000000;601000000;886000000;936000000;1420000000;NGCC power plant;NGCC power plant;;;;455;NGCC power plant;NGCC power plant;;;;;;;;;;;;;;
466;100500821;ISD Kokszoló Korlátolt Felelősségű Társaság;2400;Hungary;46.940316;18.937737;Fejér/Veszprém/Tolna Megyei KH - KTFO;Vasmű;1-3.;Dunaújváros;1.(d);Energy sector;Coke ovens;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;284000000;223000000;121000000;151000000;191000000;177000000;190000000;251000000;199000000;179000000;180000000;Coke ovens;;;;;466;Other;0;;;;;;;;;;;;;;
468;100372804;ISD POWER Kft.;2400;Hungary;46.944216;18.943049;Fejér/Veszprém/Tolna Megyei KH - KTFO;Vasmű;1-3;Dunaújváros;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1320000000;1310000000;1170000000;1440000000;1380000000;1320000000;793000000;1020000000;1430000000;1070000000;151000000;NGCC power plant;NGCC power plant;;;;468;Other;0;;;;;;;;;;;;;;
471;100452988;HUNGRANA Keményítő- és Izocukorgyártó és Forgalmazó Kft.;2432;Hungary;47.08588;18.719982;Fejér/Veszprém/Tolna Megyei KH - KTFO;Iparterület Hrsz.: 0351/26;-;Szabadegyháza;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;  Vegetable raw materials;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;143000000;217000000;220000000;231000000;229000000;223000000;178000000;178000000;159000000;195000000;149000000;Treatment and processing intended for the production of food and beverage products from:;;;;;471;Other;0;;;;;;;;;;;;;;
474;2007000880;Impianto di termovalorizzazione di Valmadrera;23868;Italy;45.837777;9.358333;ISPRA;Via Leonardo Vassena;6;VALMADRERA;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;106000000;113000000;123000000;131000000;0;126000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;Die ganze Zeit in Betrieb;6;;;;;;;;;;;;;;;;;;
